epoch,eval_precision,eval_recall,eval_f1,eval_accuracy,eval_runtime,eval_samples_per_second,eval_steps_per_second
1.0,0.8835414301929625,0.9227851102505334,0.9027369723210142,0.956991714467814,2.6822,562.603,8.948
2.0,0.9125543140906269,0.9295028846913775,0.9209506284013939,0.9646398980242192,2.6905,560.867,8.92
3.0,0.9180391850753259,0.9295028846913775,0.9237354696826893,0.9662205226258763,1.9265,783.28,12.458
4.0,0.9214302517054811,0.9287125582865724,0.925057073132331,0.9658891013384321,2.7431,550.114,8.749
5.0,0.9192502928543538,0.9302932110961827,0.9247387854505459,0.9659910771191842,2.2917,658.454,10.472

