epoch,eval_precision,eval_recall,eval_f1,eval_accuracy,eval_runtime,eval_samples_per_second,eval_steps_per_second
1.0,0.8758209405903223,0.9169366948549751,0.8959073359073358,0.9532186105799872,1.7541,860.279,13.682
2.0,0.8966727716727717,0.9286335256460918,0.9123733354039678,0.9605353728489484,1.7356,869.431,13.828
3.0,0.9095901005413767,0.9295028846913775,0.9194386897549154,0.9639770554493308,1.7609,856.961,13.63
4.0,0.9131589222959782,0.9241286651387023,0.9186110456438056,0.9639515615041427,1.7823,846.662,13.466
5.0,0.9132423631570786,0.9309254722200269,0.9219991389769481,0.9647418738049713,1.7426,865.97,13.773
