epoch,eval_precision,eval_recall,eval_f1,eval_accuracy,eval_runtime,eval_samples_per_second,eval_steps_per_second
1.0,0.8935291782453354,0.9075806451612903,0.9005001000200039,0.9586046624222324,2.509,601.44,9.566
2.0,0.9044100119189511,0.9179032258064516,0.9111066639983989,0.9629378585780338,2.4435,617.554,9.822
3.0,0.9099681020733652,0.920241935483871,0.9150761828388132,0.965407054152848,2.0386,740.208,11.773
4.0,0.9115277223773435,0.9214516129032259,0.9164628032885502,0.9659396257474158,3.2414,465.541,7.404
5.0,0.9108022239872915,0.9247580645161291,0.9177270908363346,0.9664479895422305,2.121,711.447,11.315
