epoch,eval_precision,eval_recall,eval_f1,eval_accuracy,eval_runtime,eval_samples_per_second,eval_steps_per_second
1.0,0.9170362009191325,0.917258064516129,0.9171471193000846,0.9656733399501319,3.7584,401.504,6.386
2.0,0.9154783717039752,0.9267741935483871,0.9210916523063358,0.9673194703333414,3.3855,445.723,7.089
3.0,0.9171494325847155,0.9320161290322581,0.9245230190792367,0.9688687695175385,3.2871,459.067,7.301
4.0,0.9188650673467761,0.9297580645161291,0.9242794724816611,0.968384613522477,3.7518,402.202,6.397
5.0,0.9208094327597196,0.9320967741935484,0.9264187239499839,0.9694013411121063,3.1835,474.013,7.539
